ureC,ureB,ureA,urease_accessory_count,CA_any,CA_alpha,CA_beta,CA_gamma,urease_core_complete,urease_operon_single_contig,ureC_plus_CA_single_contig,MICP_gene_complete,cluster_rep,catalog,Lineage,Genome_type,Completeness,Contamination
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000299702,pig-gut,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__W2P13-069;s__W2P13-069 sp004553405,MAG,97.72,0.12
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000301237,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS1668;s__UMGS1668 sp016296485,MAG,90.31,1.34
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301238,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sporofaciens;s__,MAG,94.65,0.78
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000301239,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis,MAG,97.03,2.66
1,1,1,4,1,0,1,1,1,0,0,1,MGYG000301245,pig-gut,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A sp900555845,MAG,98.88,2.25
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000301247,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__,MAG,97.52,0.86
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301249,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia intestinalis,MAG,100.0,0.45
1,1,0,1,1,0,1,1,0,0,0,0,MGYG000301251,pig-gut,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Mitsuokella;s__Mitsuokella multacida,MAG,99.3,0.33
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000301252,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Eubacterium_T;s__Eubacterium_T saphenum_A,MAG,98.58,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301253,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus coleohominis,MAG,97.22,0.27
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301254,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus equicursoris,MAG,83.3,0.0
1,1,1,4,1,0,0,1,1,1,1,1,MGYG000301255,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS363;s__,MAG,88.39,1.68
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301256,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus sp002299975,MAG,95.65,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000301258,pig-gut,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera sp000417505,MAG,99.4,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301259,pig-gut,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__,MAG,65.43,0.93
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000301264,pig-gut,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;s__,MAG,96.92,0.34
1,1,0,0,1,0,1,1,0,0,1,0,MGYG000301265,pig-gut,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Mitsuokella;s__,MAG,96.57,0.47
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000301266,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,MAG,97.97,1.1
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000301267,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__,MAG,94.8,0.67
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301268,pig-gut,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D porcinum,MAG,97.9,0.7
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000301270,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus ferus,MAG,97.19,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301271,pig-gut,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_C;s__Fusobacterium_C necrophorum,MAG,94.38,2.81
1,1,1,4,1,1,1,1,1,1,0,1,MGYG000301272,pig-gut,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_A;s__Helicobacter_A bilis_B,MAG,94.86,0.64
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301273,pig-gut,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__;s__,MAG,64.76,0.81
1,1,1,2,0,0,0,0,1,1,0,0,MGYG000301276,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066205,MAG,73.67,1.01
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301277,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__,MAG,73.24,2.8
1,1,1,4,1,0,0,1,1,1,0,1,MGYG000301279,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Sharpea;s__Sharpea porci,MAG,99.06,0.94
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301280,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__,MAG,81.47,0.67
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301282,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__,MAG,93.82,1.95
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000301288,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia sp004554585,MAG,85.21,0.17
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000301289,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp004552725,MAG,89.63,1.15
1,1,1,4,1,0,1,1,1,1,1,1,MGYG000301290,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_P;s__Clostridium_P ventriculi,MAG,98.39,1.29
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000301293,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus_A;s__Butyricicoccus_A sp002395695,MAG,99.33,0.0
1,1,1,4,1,0,1,1,1,1,0,1,MGYG000301296,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__,MAG,98.3,0.0
1,1,1,4,1,0,0,1,1,1,0,1,MGYG000301297,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1381;f__UBA1381;g__;s__,MAG,64.87,0.4
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000301300,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__,MAG,79.55,1.01
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301303,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900317545,MAG,83.64,0.65
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301304,pig-gut,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__,MAG,100.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301305,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA738;s__UBA738 sp004557735,MAG,87.92,0.67
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301306,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-449;g__UBA3210;s__,MAG,100.0,1.12
0,0,0,1,1,0,0,1,0,0,0,0,MGYG000301309,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-45;s__CAG-45 sp000438375,MAG,98.43,1.6
1,1,1,4,1,0,0,1,1,1,0,1,MGYG000301310,pig-gut,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp017381365,MAG,97.13,0.0
1,0,0,0,1,1,1,1,0,0,0,0,MGYG000301311,pig-gut,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__,MAG,99.13,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301312,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000433355,MAG,94.6,1.35
1,1,0,0,1,0,0,1,0,0,0,0,MGYG000301314,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__RGIG7111;s__,MAG,61.14,1.06
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000301315,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp900544615,MAG,96.58,0.67
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301328,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__,MAG,94.52,0.0
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000301331,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525,MAG,90.27,0.19
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301334,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp004552195,MAG,93.83,0.09
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000301335,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-238;s__,MAG,97.07,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301337,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__,MAG,95.0,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000301338,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-452;s__,MAG,69.39,2.06
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301339,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp900316805,MAG,94.28,0.97
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301341,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004559845,MAG,96.04,0.13
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000301343,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii,MAG,91.66,0.67
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301352,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900549645,MAG,86.01,0.22
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301353,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__;s__,MAG,92.82,4.25
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000301354,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp004555705,MAG,77.36,1.68
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000301355,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__,MAG,75.79,2.22
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301358,pig-gut,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium_A;s__,MAG,96.55,0.29
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000301360,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp003516765,MAG,94.63,0.67
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301365,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__CAG-302 sp900548425,MAG,89.26,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301369,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002300055,MAG,99.31,0.68
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301371,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus suis_V,MAG,60.1,0.39
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301373,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900552515,MAG,97.2,1.11
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301374,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-1000;s__CAG-1000 sp000434555,MAG,88.76,1.69
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301375,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__CAG-302 sp900543825,MAG,90.46,1.12
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000301379,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus suis_W,MAG,86.99,1.31
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000301380,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__,MAG,87.75,0.67
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301384,pig-gut,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Arachnia;s__,MAG,87.43,1.48
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000301385,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia sp004556345,MAG,97.99,0.89
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301395,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__AM51-8;s__AM51-8 sp003478275,MAG,97.42,0.0
1,0,0,1,1,0,0,1,0,0,0,0,MGYG000301400,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__BX12;s__BX12 sp902363595,MAG,56.42,1.06
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301408,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__RGIG5681;s__,MAG,99.05,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301410,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp004557825,MAG,96.92,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301412,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003521625,MAG,99.33,0.0
1,1,1,1,0,0,0,0,1,0,0,0,MGYG000301413,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__,MAG,54.01,0.34
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301414,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-465;g__CAG-465;s__,MAG,75.39,2.1
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000301419,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus sp016303195,MAG,97.99,0.13
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000301421,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia sp016295225,MAG,94.89,3.38
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301422,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA11774;s__UBA11774 sp003507655,MAG,78.07,1.52
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301424,pig-gut,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp900770075,MAG,94.97,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301425,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii,MAG,96.19,0.48
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301426,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002299275,MAG,96.91,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301428,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__W0P28-013;s__W0P28-013 sp004557405,MAG,93.8,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000301429,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__RGIG7179;s__RGIG7179 sp016302925,MAG,98.58,0.35
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301435,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus vaginalis,MAG,98.91,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301441,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp004553095,MAG,97.99,0.38
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000301443,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__,MAG,98.58,0.14
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000301444,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Baileyella;s__Baileyella intestinalis,MAG,99.29,0.87
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000301448,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900547005,MAG,98.14,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301451,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__Enteromonas;s__Enteromonas sp004561785,MAG,97.75,2.25
1,0,0,4,0,0,0,0,0,0,0,0,MGYG000301453,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394;s__,MAG,69.94,0.34
0,0,0,1,1,0,0,1,0,0,0,0,MGYG000301455,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UMGS973;s__UMGS973 sp900547295,MAG,95.92,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301456,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp001916715,MAG,90.27,0.67
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301457,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UBA5364;s__,MAG,83.37,1.12
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000301460,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__,MAG,92.3,1.68
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301465,pig-gut,d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydia suis,MAG,99.05,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000301467,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900314365,MAG,96.73,1.1
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000301470,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__,MAG,95.97,1.01
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000301473,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Frisingicoccus;s__Frisingicoccus caecimuris,MAG,93.65,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301474,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Pseudoruminococcus_A;s__Pseudoruminococcus_A sp902765855,MAG,72.26,0.34
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301475,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Limiplasma;s__Limiplasma sp004556545,MAG,61.07,2.05
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000301476,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__HUN007;s__,MAG,86.47,0.0
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000301478,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bilifractor;s__Bilifractor porci,MAG,56.83,0.0
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000301479,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900553545,MAG,82.58,1.01
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301481,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900322035,MAG,96.88,0.32
0,0,0,1,1,0,0,1,0,0,0,0,MGYG000301487,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Limivivens;s__Limivivens sp900066135,MAG,77.21,3.48
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000301488,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1081;s__,MAG,75.78,1.01
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301495,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp900551615,MAG,64.8,2.25
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000301497,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__,MAG,81.02,0.97
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301498,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__,MAG,98.66,0.0
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000301499,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__RGIG8773;s__,MAG,96.64,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000301500,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp004552115,MAG,95.48,0.24
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000301503,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_M,MAG,97.73,0.02
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000301506,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp900314705,MAG,98.66,0.34
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000301508,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus delbrueckii_B,MAG,97.83,0.0
